ticket_id,subject,body,category,urgency,source
SYN-00740,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00741,,Exports keep timing out. Any transactions report with more than 5000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00742,,Exports keep timing out. Any reports report with more than 500 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00743,,Exports keep timing out. Any transactions report with more than 1000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00744,,Exports keep timing out. Any invoices report with more than 1000 rows fails. I need this data urgently.,performance,high,synthetic
SYN-00745,,The analytics page takes 30 seconds to load after we upgraded plans. It was instant before. Our whole team is affected.,performance,high,synthetic
SYN-00746,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00747,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00748,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic
SYN-00749,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00750,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic
SYN-00751,,Does your platform work with QuickBooks? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00752,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00753,,Does your platform work with HubSpot? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00754,,How do I export historical data? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00755,,How do I set up SSO? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00756,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00757,,Does your platform work with QuickBooks? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00758,,Does your platform work with Notion? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00759,,Quick question about API rate limits — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00760,,What is included in the Pro plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00761,,Does your platform work with Zapier? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00762,,How do I export historical data? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00763,,Quick question about API rate limits — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00764,,Does your platform work with Slack? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00765,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00766,,Quick question about billing cycles — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00767,,How do I bulk delete old records? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00768,,What is included in the Basic plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00769,,Quick question about billing cycles — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00770,,What is included in the Basic plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00771,,Just signed up for Enterprise and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00772,,What is included in the Starter plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00773,,What is included in the Business plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00774,,Quick question about billing cycles — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00775,,Quick question about API rate limits — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00776,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00777,,Quick question about data export limits — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00778,,Quick question about data export limits — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00779,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00780,,How do I set up SSO? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00781,,What is included in the Team plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00782,,What is included in the Business plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00783,,Does your platform work with Salesforce? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00784,,Does your platform work with Zapier? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00785,,How do I set up SSO? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00786,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00787,,What is included in the Pro plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00788,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00789,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00790,,Does your platform work with Slack? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00791,,Does your platform work with Slack? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00792,,What is included in the Basic plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00793,,How do I set up SSO? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00794,,Does your platform work with Jira? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00795,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00796,,What is included in the Business plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00797,,Does your platform work with Slack? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00798,,What is included in the Basic plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00799,,Just signed up for Enterprise and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00800,,Does your platform work with Jira? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00801,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00802,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00803,,How do I export historical data? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00804,,What is included in the Basic plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00805,,Quick question about API rate limits — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00806,,What is included in the Starter plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00807,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00808,,Does your platform work with QuickBooks? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00809,,Just signed up for Basic and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00810,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00811,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00812,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00813,,What is included in the Pro plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00814,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00815,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00816,,How do I bulk delete old records? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00817,,Does your platform work with Slack? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00818,,Does your platform work with Salesforce? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00819,,Just signed up for Business and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00820,,Does your platform work with QuickBooks? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00821,,How do I export historical data? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00822,,Just signed up for Business and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00823,,Just signed up for Pro and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00824,,Does your platform work with QuickBooks? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00825,,Quick question about user permissions — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00826,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00827,,Does your platform work with QuickBooks? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00828,,What is included in the Business plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00829,,What is included in the Starter plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00830,,Just signed up for Business and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00831,,Just signed up for Basic and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00832,,What is included in the Business plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00833,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00834,,How do I export historical data? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00835,,How do I set up SSO? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00836,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00837,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00838,,Just signed up for Starter and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00839,,What is included in the Enterprise plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00840,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00841,,How do I export historical data? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00842,,What is included in the Business plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00843,,Does your platform work with QuickBooks? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00844,,How do I export historical data? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00845,,Does your platform work with Jira? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00846,,What is included in the Starter plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00847,,How do I set up SSO? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00848,,How do I bulk delete old records? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00849,,What is included in the Starter plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00850,,Just signed up for Business and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00851,,What is included in the Business plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00852,,Does your platform work with Slack? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00853,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00854,,How do I set up SSO? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00855,,What is included in the Pro plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00856,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00857,,What is included in the Pro plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00858,,Does your platform work with Slack? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00859,,Just signed up for Enterprise and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00860,,How do I bulk delete old records? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00861,,Just signed up for Starter and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00862,,Quick question about data export limits — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00863,,How do I set up SSO? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00864,,Quick question about billing cycles — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00865,,Quick question about billing cycles — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00866,,What is included in the Enterprise plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00867,,Just signed up for Starter and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00868,,Quick question about API rate limits — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00869,,Just signed up for Pro and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00870,,Does your platform work with Slack? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00871,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00872,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00873,,Does your platform work with QuickBooks? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00874,,Just signed up for Business and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00875,,Quick question about API rate limits — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00876,,How do I bulk delete old records? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00877,,Just signed up for Basic and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00878,,How do I set up SSO? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00879,,What is included in the Pro plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00880,,Quick question about user permissions — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00881,,Does your platform work with HubSpot? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00882,,Just signed up for Team and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00883,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00884,,What is included in the Team plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00885,,How do I export historical data? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00886,,Does your platform work with HubSpot? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00887,,Does your platform work with Slack? Evaluating options right now and this is a key requirement.,general,normal,synthetic
SYN-00888,,Quick question about data export limits — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00889,,How do I bulk delete old records? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00890,,What is included in the Starter plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00891,,Quick question about user permissions — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic
SYN-00892,,How do I bulk delete old records? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00893,,What is included in the Pro plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00894,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic
SYN-00895,,What is included in the Team plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00896,,Just signed up for Basic and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00897,,Just signed up for Enterprise and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
SYN-00898,,How do I export historical data? The documentation is not very clear on this step.,general,normal,synthetic
SYN-00899,,What is included in the Enterprise plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic
SYN-00900,,Just signed up for Team and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic
REAL-00000,,I cannot get into my account to check my invoice,account_access,normal,manual_real
REAL-00001,,Locked out and my subscription renews tomorrow,account_access,normal,manual_real
REAL-00002,,Cannot login to download my receipt,account_access,normal,manual_real
REAL-00003,,My payment went through but I still cannot access premium features,account_access,normal,manual_real
REAL-00004,,The upgrade button is broken — clicking it does nothing,billing,normal,manual_real
REAL-00005,,Your payment page crashes before I can complete checkout,billing,normal,manual_real
REAL-00006,,I keep getting an error when trying to update my card,billing,normal,manual_real
REAL-00007,,The invoice download link is not working,billing,normal,manual_real
REAL-00008,,The export never finishes — just spins forever,bug_report,normal,manual_real
REAL-00009,,Search results take so long they just timeout,bug_report,normal,manual_real
REAL-00010,,Page loads but then goes blank after a few seconds,bug_report,normal,manual_real
REAL-00011,,The dashboard shows a loading spinner that never goes away,bug_report,normal,manual_real
REAL-00012,,Is there a way to get notified when reports are ready?,feature_request,normal,manual_real
REAL-00013,,How can I export all my data at once?,feature_request,normal,manual_real
REAL-00014,,Can I set up automatic billing reports?,feature_request,normal,manual_real
REAL-00015,,Is there an option to see all team activity in one place?,feature_request,normal,manual_real
REAL-00016,,What exactly does the Business plan include?,general,normal,manual_real
REAL-00017,,How is my usage calculated for billing purposes?,general,normal,manual_real
REAL-00018,,When does my billing cycle reset?,general,normal,manual_real
REAL-00019,,What happens to my data if I downgrade?,general,normal,manual_real
REAL-00020,,"Everything is really slow today, not sure if it's a bug",performance,normal,manual_real
REAL-00021,,"Some features load fine, others take forever or fail",performance,normal,manual_real
REAL-00022,,It was fast yesterday but today nothing loads properly,performance,normal,manual_real
REAL-00023,,"Half the buttons work instantly, the other half just hang",performance,normal,manual_real
REAL-00024,,I was charged twice this month and need a refund immediately,billing,normal,manual_real
REAL-00025,,My invoice has the wrong company name on it,billing,normal,manual_real
REAL-00026,,I cancelled before the renewal date but was still charged,billing,normal,manual_real
REAL-00027,,Please send me a receipt for my last payment,billing,normal,manual_real
REAL-00028,,I need to update my credit card before it expires,billing,normal,manual_real
REAL-00029,,The annual plan discount was not applied to my invoice,billing,normal,manual_real
REAL-00030,,The app crashes immediately when I open it on iPhone,bug_report,normal,manual_real
REAL-00031,,Getting a 500 error on every page since the update,bug_report,normal,manual_real
REAL-00032,,My data was deleted and I did not delete it,bug_report,normal,manual_real
REAL-00033,,Password reset sends an email but the link does not work,bug_report,normal,manual_real
REAL-00034,,Two factor auth code is accepted but then login fails anyway,bug_report,normal,manual_real
REAL-00035,,The bulk import always fails at exactly 1000 rows,bug_report,normal,manual_real
REAL-00036,,Please add the ability to schedule automated reports,feature_request,normal,manual_real
REAL-00037,,Would love a Zapier integration for our workflows,feature_request,normal,manual_real
REAL-00038,,Can you add keyboard shortcuts for common actions?,feature_request,normal,manual_real
REAL-00039,,Please allow us to customize the dashboard layout,feature_request,normal,manual_real
REAL-00040,,We need role-based access controls for our enterprise team,feature_request,normal,manual_real
REAL-00041,,My account was locked after too many login attempts,account_access,normal,manual_real
REAL-00042,,I need to transfer ownership of the account to a colleague,account_access,normal,manual_real
REAL-00043,,Two factor authentication is blocking me and I lost my phone,account_access,normal,manual_real
REAL-00044,,Can you add another admin to our team account?,account_access,normal,manual_real
REAL-00045,,My SSO provider changed and now I cannot log in,account_access,normal,manual_real
REAL-00046,,Reports that used to take 2 seconds now take 2 minutes,performance,normal,manual_real
REAL-00047,,The search function has gotten noticeably slower this week,performance,normal,manual_real
REAL-00048,,Large file uploads time out before completing,performance,normal,manual_real
REAL-00049,,The mobile app is much slower than the web version,performance,normal,manual_real
REAL-00050,,What is the difference between the Pro and Business plans?,general,normal,manual_real
REAL-00051,,Do you offer a discount for nonprofits?,general,normal,manual_real
REAL-00052,,Is your platform GDPR compliant?,general,normal,manual_real
REAL-00053,,How do I contact support for urgent issues?,general,normal,manual_real
REAL-00054,,What is your uptime SLA for enterprise customers?,general,normal,manual_real
